policy_id,state,county,latitude,longitude,property_value,property_age,building_type,RISK_SCORE,current_annual_premium,coverage_amount,deductible,policy_start_year,num_claims_5yr,total_claim_amount_5yr,Year,policy_age,Risk_Category,Premium_Category,has_claim,Claim_Status,coverage_ratio,Loss_Ratio
POL-0000060,Kentucky,Perry,4473245.820370847,-9264184.296212709,82436.0,39,Single_Family,73.2188295165,1942,69114940,10000,2015,1,16950,2024,9,High,$1.5K-$2.5K,1,Has Claim,838.407249260032,1.74562306900103
POL-0000061,Georgia,Whitfield,4137520.581301449,-9458504.889910713,588747.0,25,Multi_Family,81.4885496183,1764,488371023,500,2017,1,16776,2024,7,Very High,$1.5K-$2.5K,1,Has Claim,829.5091490912056,1.9020408163265305
POL-0000062,Kansas,Woodson,4563452.6462505385,-10657748.231096048,147591.0,48,Single_Family,7.72900763359,695,119934027,10000,2015,0,0,2024,9,Very Low,< $1.5K,0,No Claim,812.6107079699982,0.0
POL-0000063,Kentucky,Whitley,4405467.089254347,-9367004.653251296,505852.0,8,Single_Family,62.213740458,2014,493118882,500,2020,0,0,2024,4,High,$1.5K-$2.5K,0,No Claim,974.8283727256194,0.0
POL-0000064,Alaska,Dillingham,8360061.733529841,-17613068.659240447,94109.0,48,Single_Family,35.6870229008,985,87335816,2500,2015,0,0,2024,9,Low,< $1.5K,0,No Claim,928.0283076007609,0.0
POL-0000065,Arkansas,Greene,4316846.659122531,-10080986.923434108,560504.0,39,Single_Family,80.1844783715,3892,516726841,500,2021,0,0,2024,3,Very High,$3.5K-$5K,0,No Claim,921.8967946705109,0.0
POL-0000066,Vermont,Windham,5310610.516032309,-8094474.396783274,310614.0,45,Single_Family,56.9338422392,3034,282107647,500,2018,2,15549,2024,6,Moderate,$2.5K-$3.5K,1,Has Claim,908.2257947162716,1.0249835201054713
POL-0000067,Missouri,Oregon,4395561.2929652445,-10174970.467560574,583358.0,6,Single_Family,48.6959287532,1959,563154483,1000,2021,0,0,2024,3,Moderate,$1.5K-$2.5K,0,No Claim,965.3668639154687,0.0
POL-0000068,North Carolina,Henderson,4209672.932763842,-9181603.004551176,322046.0,71,Single_Family,83.7786259542,3237,263245891,500,2020,1,44921,2024,4,Very High,$2.5K-$3.5K,1,Has Claim,817.4170491172068,2.775471115230151
POL-0000069,South Carolina,Kershaw,4074425.529796676,-8971254.363611363,155923.0,49,Single_Family,66.6666666667,2379,141198415,500,2021,0,0,2024,3,High,$1.5K-$2.5K,0,No Claim,905.5650224790442,0.0
POL-0000070,Indiana,Huntington,4987223.518189308,-9516500.92652562,401530.0,9,Single_Family,38.2315521628,817,359202240,5000,2019,0,0,2024,5,Low,< $1.5K,0,No Claim,894.5838169003562,0.0
POL-0000071,Ohio,Tuscarawas,4930274.132206126,-9069618.754216816,151175.0,53,Single_Family,69.0203562341,1853,121794582,1000,2015,1,43794,2024,9,High,$1.5K-$2.5K,1,Has Claim,805.6529320324128,4.726821370750135
POL-0000072,Missouri,Butler,4399689.643926386,-10064017.563922103,133378.0,23,Single_Family,83.1106870229,2999,113097078,1000,2021,0,0,2024,3,Very High,$2.5K-$3.5K,0,No Claim,847.9440237520431,0.0
POL-0000073,Virginia,Patrick,4394391.787772364,-8937200.211266365,338158.0,23,Single_Family,20.8651399491,2493,271993570,500,2017,0,0,2024,7,Low,$1.5K-$2.5K,0,No Claim,804.3387114898952,0.0
POL-0000074,Kansas,Franklin,4659515.061383282,-10607184.612141622,224255.0,54,Commercial,43.7340966921,2145,190931073,1000,2021,0,0,2024,3,Moderate,$1.5K-$2.5K,0,No Claim,851.4016320706339,0.0
POL-0000075,Wyoming,Carbon,5115923.307373279,-11903372.774080789,492750.0,9,Multi_Family,42.6844783715,500,458475705,500,2023,1,22,2024,1,Moderate,< $1.5K,1,Has Claim,930.4428310502283,0.0088
POL-0000076,Florida,Gulf,3497999.2968756924,-9487348.700324629,116907.0,51,Multi_Family,59.5419847328,2186,105119193,2500,2020,1,10255,2024,4,Moderate,$1.5K-$2.5K,1,Has Claim,899.1693653930047,0.9382433668801464
POL-0000077,Pennsylvania,Wayne,5108628.758431277,-8382716.889419657,423087.0,46,Single_Family,56.3295165394,2283,348690333,1000,2024,0,0,2024,0,Moderate,$1.5K-$2.5K,0,No Claim,824.1575207935956,0.0
POL-0000078,Georgia,Meriwether,3900713.778298025,-9427459.256168654,252687.0,31,Single_Family,19.2111959288,916,214561791,1000,2021,0,0,2024,3,Very Low,< $1.5K,0,No Claim,849.1208134965392,0.0
POL-0000079,North Dakota,Williams,6165439.940195248,-11519978.278280538,641404.0,10,Commercial,53.6577608142,2571,595791114,500,2017,0,0,2024,7,Moderate,$2.5K-$3.5K,0,No Claim,928.8858722427674,0.0
POL-0000080,Louisiana,Lincoln,3842559.84332946,-10315409.121686852,353976.0,53,Commercial,64.344783715,521,327893303,2500,2024,1,7734,2024,0,High,< $1.5K,1,Has Claim,926.315069383235,2.9689059500959694
POL-0000081,California,Alpine,4664194.099740105,-13338379.865441868,316303.0,19,Single_Family,10.5597964377,500,297355212,2500,2022,0,0,2024,2,Very Low,< $1.5K,0,No Claim,940.0960850829742,0.0
POL-0000082,Texas,Carson,4218895.513894615,-11282697.756417446,191619.0,27,Single_Family,25.2226463104,1545,166691523,500,2018,1,4409,2024,6,Low,$1.5K-$2.5K,1,Has Claim,869.9112457532917,0.5707443365695792
POL-0000083,Texas,Hopkins,3915199.969561933,-10638128.587234186,363898.0,17,Multi_Family,71.2150127226,2750,337239378,2500,2015,0,0,2024,9,High,$2.5K-$3.5K,0,No Claim,926.7414989914756,0.0
POL-0000084,Kentucky,Johnson,4557798.952569433,-9220768.069335364,368806.0,44,Single_Family,71.0559796438,1500,329525696,10000,2019,0,0,2024,5,High,< $1.5K,0,No Claim,893.4933162692581,0.0
POL-0000085,Texas,Comanche,3756521.834117058,-10971465.634413617,378925.0,18,Commercial,51.0178117048,824,342090914,2500,2020,0,0,2024,4,Moderate,< $1.5K,0,No Claim,902.7932018209408,0.0
POL-0000086,Montana,Petroleum,5961518.537029169,-12050345.219990954,365604.0,35,Multi_Family,1.30407124682,500,335736887,10000,2019,1,7408,2024,5,Very Low,< $1.5K,1,Has Claim,918.3074774893054,2.9632
POL-0000087,Northern Mariana Islands,Tinian,1690732.518470201,16211627.056049936,341880.0,16,Commercial,0.0,891,276463211,500,2018,1,2040,2024,6,,< $1.5K,1,Has Claim,808.6557008307009,0.45791245791245794
POL-0000088,South Dakota,Brookings,5522873.173439987,-10774662.132784916,197038.0,55,Single_Family,50.0636132316,1845,193224963,1000,2022,1,14213,2024,2,Moderate,$1.5K-$2.5K,1,Has Claim,980.6482150651143,1.5407046070460704
POL-0000089,South Carolina,Charleston,3873756.727126165,-8901159.185968833,573398.0,66,Commercial,98.6323155216,2433,524439606,1000,2024,0,0,2024,0,Very High,$1.5K-$2.5K,0,No Claim,914.6170827243903,0.0
POL-0000090,Florida,Pinellas,3240386.662227711,-9208582.102683304,262519.0,65,Single_Family,98.2188295165,3745,219763896,1000,2018,0,0,2024,6,Very High,$3.5K-$5K,0,No Claim,837.1352016425478,0.0
POL-0000091,Colorado,Baca,4483789.650313319,-11416982.083536502,128302.0,9,Single_Family,23.155216285,571,111362981,500,2021,0,0,2024,3,Low,< $1.5K,0,No Claim,867.9754095805209,0.0
POL-0000092,Michigan,Cheboygan,5692157.835034816,-9406488.499296574,245323.0,16,Single_Family,59.4783715013,2750,221733170,2500,2021,0,0,2024,3,Moderate,$2.5K-$3.5K,0,No Claim,903.8417514868154,0.0
POL-0000093,Mississippi,Sharkey,3879387.934891206,-10109278.859838618,581068.0,16,Single_Family,15.8078880407,2012,487144524,10000,2024,0,0,2024,0,Very Low,$1.5K-$2.5K,0,No Claim,838.3606118388898,0.0
POL-0000094,Texas,Webb,3218994.940873505,-11057574.892089764,266766.0,5,Commercial,89.2493638677,2087,225012869,500,2022,0,0,2024,2,Very High,$1.5K-$2.5K,0,No Claim,843.4840609373009,0.0
POL-0000095,Iowa,Boone,5166486.306384712,-10456423.847579306,523558.0,54,Single_Family,28.403307888,2007,421649191,2500,2019,0,0,2024,5,Low,$1.5K-$2.5K,0,No Claim,805.3533534011514,0.0
POL-0000096,Wisconsin,Washburn,5764307.159091452,-10218156.89572233,182514.0,33,Multi_Family,32.7608142494,946,149431844,500,2019,2,142305,2024,5,Low,< $1.5K,1,Has Claim,818.7418170660881,5.0
POL-0000097,California,Santa Clara,4471483.354917892,-13547018.417132257,135908.0,11,Multi_Family,99.7455470738,2221,131032842,5000,2020,0,0,2024,4,Very High,$1.5K-$2.5K,0,No Claim,964.1289843129175,0.0
POL-0000098,Wisconsin,Jefferson,5315181.899389792,-9882485.548434004,84075.0,20,Multi_Family,75.7951653944,2408,71357908,2500,2017,1,7910,2024,7,High,$1.5K-$2.5K,1,Has Claim,848.7411002081475,0.6569767441860465
POL-0000099,Indiana,LaGrange,5107611.144340316,-9509635.612722272,322413.0,46,Multi_Family,62.4045801527,2478,274831792,5000,2023,0,0,2024,1,High,$1.5K-$2.5K,0,No Claim,852.4215586840481,0.0
POL-0000100,Tennessee,Grainger,4338716.425885399,-9296241.5933779,323964.0,54,Single_Family,18.606870229,1117,298025587,10000,2016,0,0,2024,8,Very Low,< $1.5K,0,No Claim,919.9342735612599,0.0
POL-0000101,Tennessee,Johnson,4363423.644385613,-9111693.362021826,502232.0,12,Single_Family,28.1806615776,1312,499581077,1000,2019,0,0,2024,5,Low,< $1.5K,0,No Claim,994.7217162586215,0.0
POL-0000102,Michigan,Ottawa,5305912.315543143,-9573022.472835353,340009.0,27,Multi_Family,82.8880407125,2405,289808343,5000,2015,1,13978,2024,9,Very High,$1.5K-$2.5K,1,Has Claim,852.3549170757244,1.1624116424116424
POL-0000103,Nevada,Mineral,4656048.421491934,-13184144.323522924,115879.0,20,Single_Family,9.79643765903,500,98548111,1000,2017,0,0,2024,7,Very Low,< $1.5K,0,No Claim,850.4397776991517,0.0
POL-0000104,Florida,Santa Rosa,3598042.159073613,-9686728.28059598,300778.0,12,Single_Family,88.9631043257,2682,246287874,2500,2015,1,28580,2024,9,Very High,$2.5K-$3.5K,1,Has Claim,818.8360651377428,2.1312453392990305
POL-0000105,Alaska,Matanuska-Susitna,8938172.910527706,-16649216.698918592,1358820.0,58,Single_Family,93.2569974555,4241,1210315842,10000,2020,1,1156,2024,4,Very High,$3.5K-$5K,1,Has Claim,890.7109418466022,0.054515444470643715
POL-0000106,Georgia,Crisp,3753208.496017336,-9325024.29797158,260253.0,10,Single_Family,52.2900763359,1653,242494461,1000,2021,1,9164,2024,3,Moderate,$1.5K-$2.5K,1,Has Claim,931.7643254832798,1.1087719298245613
POL-0000107,Minnesota,Pennington,6117901.922283429,-10690757.854375668,249418.0,15,Commercial,46.9783715013,2282,217554397,5000,2024,1,72221,2024,0,Moderate,$1.5K-$2.5K,1,Has Claim,872.2481817671539,5.0
POL-0000108,Michigan,Ogemaw,5517469.863848217,-9364907.167406669,200265.0,64,Single_Family,36.9592875318,1619,188446834,10000,2016,0,0,2024,8,Low,$1.5K-$2.5K,0,No Claim,940.9873617456869,0.0
POL-0000109,Idaho,Bear Lake,5203830.1247357065,-12393180.842090068,180689.0,67,Single_Family,6.58396946565,1061,168591179,1000,2024,1,59883,2024,0,Very Low,< $1.5K,1,Has Claim,933.046167724654,5.0
POL-0000110,South Dakota,Mellette,5400920.418039324,-11216566.295868289,78356.0,61,Single_Family,5.15267175573,500,77473372,1000,2015,1,86303,2024,9,Very Low,< $1.5K,1,Has Claim,988.7356679769258,5.0
POL-0000111,Kansas,Franklin,4659514.996541024,-10607184.6640815,417501.0,55,Multi_Family,43.7340966921,1376,406245886,5000,2017,1,22646,2024,7,Moderate,< $1.5K,1,Has Claim,973.0417076845325,3.2915697674418603
POL-0000112,Louisiana,Claiborne,3871838.917868376,-10352237.414867803,214337.0,66,Multi_Family,41.7302798982,799,202964840,10000,2016,1,13712,2024,8,Moderate,< $1.5K,1,Has Claim,946.9426183999963,3.432290362953692
POL-0000113,Wisconsin,Winnebago,5476149.556219808,-9867879.767363325,243213.0,4,Single_Family,86.8320610687,1709,220523794,5000,2022,2,8370,2024,2,Very High,$1.5K-$2.5K,1,Has Claim,906.7105541233404,0.9795201872440024
POL-0000114,Montana,Powder River,5684141.229794388,-11758692.00155004,157556.0,64,Multi_Family,4.00763358779,2005,155426701,10000,2017,0,0,2024,7,Very Low,$1.5K-$2.5K,0,No Claim,986.4854464444388,0.0
POL-0000115,Alabama,Dale,3688984.5695245857,-9530176.170674829,370991.0,34,Commercial,67.7480916031,1550,358394572,500,2019,1,1557,2024,5,High,$1.5K-$2.5K,1,Has Claim,966.0465402125658,0.20090322580645162
POL-0000116,Georgia,Sumter,3768571.431994517,-9372775.321955578,347235.0,58,Single_Family,53.1806615776,1278,312980519,5000,2016,0,0,2024,8,Moderate,< $1.5K,0,No Claim,901.3507250133196,0.0
POL-0000117,Louisiana,East Baton Rouge,3572957.347289797,-10140722.586361444,299828.0,74,Single_Family,97.9643765903,2352,260653700,5000,2020,0,0,2024,4,Very High,$1.5K-$2.5K,0,No Claim,869.3440906119508,0.0
POL-0000118,Indiana,Tippecanoe,4922612.057293027,-9673008.086880716,248163.0,55,Single_Family,81.8384223919,2184,240369222,10000,2020,1,16945,2024,4,Very High,$1.5K-$2.5K,1,Has Claim,968.5941175759481,1.5517399267399268
POL-0000119,Arkansas,Van Buren,4243097.816522606,-10298810.06547951,188992.0,28,Multi_Family,50.572519084,1518,154963329,10000,2017,0,0,2024,7,Moderate,$1.5K-$2.5K,0,No Claim,819.9465003809685,0.0
POL-0000120,Missouri,Johnson,4685114.750371969,-10442477.726667844,488830.0,2,Multi_Family,54.9300254453,1895,451300507,10000,2016,0,0,2024,8,Moderate,$1.5K-$2.5K,0,No Claim,923.2258801628378,0.0
POL-0000121,Wisconsin,Walworth,5261686.766446062,-9856441.27423782,414681.0,57,Single_Family,74.7773536896,2499,352301726,5000,2018,1,32512,2024,6,High,$1.5K-$2.5K,1,Has Claim,849.5728668542807,2.6020008003201283
POL-0000122,Texas,Lynn,3918834.990389734,-11334120.7971757,684013.0,48,Multi_Family,22.9961832061,1284,650562764,1000,2018,0,0,2024,6,Low,< $1.5K,0,No Claim,951.0970756403752,0.0
POL-0000123,Minnesota,Martin,5415227.54696728,-10525378.920566324,565827.0,52,Single_Family,45.4834605598,2797,522991500,2500,2016,1,37949,2024,8,Moderate,$2.5K-$3.5K,1,Has Claim,924.2957653134262,2.7135502323918486
